id,sepostulo
50636,1
50637,1
50638,0
50639,0
50640,1
50641,1
50642,0
50643,0
50644,0
50645,0
50646,0
50647,0
50648,0
50649,0
50650,0
50651,0
50652,1
50653,1
50654,1
50655,1
50656,1
50657,0
50658,0
50659,1
50660,0
50661,0
50662,0
50663,1
50664,1
50665,0
50666,0
50667,1
50668,0
50669,0
50670,0
50671,0
50672,0
50673,1
50674,1
50675,0
50676,0
50677,0
50678,0
50679,0
50680,0
50681,0
50682,0
50683,0
50684,1
50685,1
50686,1
50687,1
50688,0
50689,0
50690,0
50691,0
50692,0
50693,0
50694,0
50695,0
50696,0
50697,1
50698,0
50699,0
50700,0
50701,0
50702,1
50703,1
50704,1
50705,1
50706,1
50707,1
50708,1
50709,1
50710,1
50711,1
50712,1
50713,1
50714,1
50715,1
50716,1
50717,1
50718,1
50719,1
50720,1
50721,1
50722,1
50723,0
50724,1
50725,1
50726,1
50727,1
50728,0
50729,0
50730,0
50731,1
50732,1
50733,1
50734,1
50735,1
50736,1
50737,1
50738,0
50739,0
50740,1
50741,1
50742,1
50743,1
50744,1
50745,0
50746,0
50747,0
50748,0
50749,0
50750,0
50751,0
50752,0
50753,1
50754,0
50755,0
50756,1
50757,0
50758,0
50759,1
50760,0
50761,1
50762,0
50763,0
50764,1
50765,1
50766,1
50767,1
50768,1
50769,1
50770,1
50771,1
50772,1
50773,1
50774,1
50775,1
50776,1
50777,0
50778,0
50779,0
50780,0
50781,0
50782,0
50783,0
50784,0
50785,0
50786,0
50787,0
50788,0
50789,0
50790,0
50791,0
50792,0
50793,0
50794,0
50795,0
50796,0
50797,1
50798,1
50799,0
50800,0
50801,1
50802,1
50803,0
50804,0
50805,1
50806,0
50807,1
50808,1
50809,0
50810,1
50811,1
50812,1
50813,1
50814,1
50815,1
50816,1
50817,0
50818,1
50819,0
50820,0
50821,0
50822,0
50823,1
50824,0
50825,0
50826,0
50827,0
50828,1
50829,1
50830,1
50831,1
50832,1
50833,1
50834,1
50835,1
50836,1
50837,1
50838,1
50839,1
50840,1
50841,1
50842,1
50843,1
50844,1
50845,1
50846,1
50847,1
50848,1
50849,1
50850,1
50851,1
50852,1
50853,1
50854,1
50855,1
50856,1
50857,1
50858,1
50859,1
50860,1
50861,1
50862,1
50863,1
50864,1
50865,1
50866,1
50867,1
50868,1
50869,1
50870,1
50871,1
50872,1
50873,1
50874,1
50875,1
50876,0
50877,0
50878,0
50879,0
50880,1
50881,1
50882,1
50883,1
50884,1
50885,1
50886,0
50887,1
50888,1
50889,0
50890,1
50891,1
50892,0
50893,0
50894,1
50895,0
50896,1
50897,1
50898,1
50899,1
50900,1
50901,1
50902,1
50903,0
50904,1
50905,1
50906,1
50907,1
50908,1
50909,1
50910,1
50911,1
50912,1
50913,1
50914,1
50915,1
50916,0
50917,0
50918,1
50919,1
50920,1
50921,1
50922,1
50923,1
50924,1
50925,1
50926,1
50927,1
50928,1
50929,1
50930,1
50931,1
50932,1
50933,0
50934,0
50935,1
50936,1
50937,1
50938,0
50939,1
50940,0
50941,0
50942,0
50943,0
50944,1
50945,1
50946,1
50947,0
50948,0
50949,1
50950,1
50951,0
50952,0
50953,0
50954,0
50955,1
50956,1
50957,0
50958,0
50959,0
50960,0
50961,0
50962,0
50963,0
50964,0
50965,0
50966,0
50967,1
50968,1
50969,1
50970,1
50971,1
50972,1
50973,1
50974,1
50975,1
50976,1
50977,1
50978,1
50979,1
50980,1
50981,0
50982,1
50983,1
50984,1
50985,0
50986,1
50987,1
50988,1
50989,1
50990,1
50991,1
50992,0
50993,1
50994,1
50995,1
50996,1
50997,1
50998,1
50999,1
51000,1
51001,1
51002,1
51003,1
51004,1
51005,1
51006,1
51007,1
51008,1
51009,1
51010,1
51011,1
51012,0
51013,0
51014,0
51015,0
51016,1
51017,1
51018,1
51019,1
51020,1
51021,1
51022,1
51023,1
51024,0
51025,1
51026,1
51027,0
51028,1
51029,1
51030,0
51031,1
51032,1
51033,1
51034,1
51035,1
51036,1
51037,1
51038,0
51039,0
51040,1
51041,0
51042,0
51043,1
51044,1
51045,1
51046,1
51047,1
51048,0
51049,0
51050,0
51051,0
51052,0
51053,1
51054,0
51055,0
51056,1
51057,1
51058,1
51059,1
51060,1
51061,1
51062,0
51063,1
51064,0
51065,0
51066,0
51067,0
51068,0
51069,0
51070,0
51071,0
51072,1
51073,0
51074,1
51075,0
51076,1
51077,1
51078,0
51079,0
51080,0
51081,0
51082,0
51083,1
51084,1
51085,1
51086,1
51087,1
51088,1
51089,1
51090,1
51091,1
51092,1
51093,1
51094,1
51095,1
51096,1
51097,1
51098,1
51099,1
51100,1
51101,1
51102,1
51103,1
51104,1
51105,1
51106,1
51107,1
51108,1
51109,1
51110,1
51111,1
51112,1
51113,1
51114,1
51115,1
51116,1
51117,1
51118,1
51119,1
51120,1
51121,1
51122,1
51123,1
51124,1
51125,1
51126,1
51127,0
51128,0
51129,0
51130,0
51131,1
51132,0
51133,1
51134,1
51135,1
51136,0
51137,0
51138,1
51139,0
51140,1
51141,1
51142,0
51143,1
51144,1
51145,1
51146,1
51147,1
51148,1
51149,1
51150,1
51151,0
51152,1
51153,1
51154,0
51155,0
51156,0
51157,1
51158,0
51159,0
51160,1
51161,0
51162,1
51163,1
51164,1
51165,1
51166,1
51167,1
51168,1
51169,1
51170,1
51171,1
51172,1
51173,0
51174,1
51175,1
51176,1
51177,1
51178,1
51179,0
51180,0
51181,1
51182,0
51183,0
51184,1
51185,0
51186,0
51187,0
51188,0
51189,1
51190,1
51191,1
51192,1
51193,1
51194,1
51195,1
51196,1
51197,1
51198,1
51199,1
51200,1
51201,1
51202,1
51203,1
51204,1
51205,1
51206,1
51207,1
51208,1
51209,1
51210,0
51211,1
51212,0
51213,1
51214,0
51215,1
51216,0
51217,0
51218,1
51219,1
51220,1
51221,1
51222,1
51223,1
51224,1
51225,1
51226,1
51227,1
51228,1
51229,0
51230,1
51231,0
51232,1
51233,1
51234,1
51235,1
51236,0
51237,0
51238,0
51239,0
51240,0
51241,0
51242,1
51243,0
51244,1
51245,1
51246,1
51247,0
51248,1
51249,1
51250,0
51251,1
51252,1
51253,0
51254,0
51255,1
51256,1
51257,1
51258,1
51259,1
51260,1
51261,1
51262,1
51263,1
51264,1
51265,1
51266,1
51267,1
51268,1
51269,1
51270,1
51271,1
51272,0
51273,0
51274,1
51275,0
51276,1
51277,0
51278,1
51279,1
51280,1
51281,1
51282,1
51283,1
51284,1
51285,1
51286,1
51287,1
51288,1
51289,1
51290,1
51291,1
51292,1
51293,1
51294,1
51295,1
51296,1
51297,1
51298,1
51299,1
51300,1
51301,1
51302,1
51303,1
51304,1
51305,1
51306,1
51307,1
51308,0
51309,0
51310,0
51311,0
51312,1
51313,1
51314,1
51315,1
51316,1
51317,1
51318,1
51319,1
51320,1
51321,1
51322,1
51323,1
51324,1
51325,1
51326,1
51327,1
51328,1
51329,1
51330,1
51331,1
51332,1
51333,1
51334,1
51335,1
51336,1
51337,1
51338,1
51339,1
51340,1
51341,1
51342,1
51343,1
51344,1
51345,1
51346,1
51347,1
51348,1
51349,1
51350,1
51351,1
51352,1
51353,1
51354,1
51355,1
51356,0
51357,1
51358,1
51359,1
51360,1
51361,1
51362,0
51363,0
51364,0
51365,0
51366,0
51367,0
51368,0
51369,0
51370,0
51371,1
51372,1
51373,0
51374,1
51375,1
51376,1
51377,1
51378,1
51379,1
51380,0
51381,0
51382,0
51383,0
51384,0
51385,0
51386,0
51387,0
51388,1
51389,1
51390,1
51391,1
51392,1
51393,1
51394,1
51395,1
51396,1
51397,1
51398,1
51399,1
51400,1
51401,1
51402,1
51403,1
51404,1
51405,1
51406,1
51407,1
51408,1
51409,1
51410,1
51411,1
51412,1
51413,1
51414,1
51415,1
51416,1
51417,1
51418,1
51419,1
51420,1
51421,1
51422,1
51423,1
51424,1
51425,1
51426,1
51427,1
51428,1
51429,1
51430,1
51431,1
51432,1
51433,1
51434,1
51435,1
51436,1
51437,1
51438,1
51439,1
51440,1
51441,1
51442,1
51443,1
51444,1
51445,1
51446,1
51447,1
51448,1
51449,1
51450,1
51451,1
51452,1
51453,1
51454,1
51455,1
51456,1
51457,1
51458,1
51459,1
51460,1
51461,1
51462,1
51463,1
51464,1
51465,1
51466,1
51467,1
51468,1
51469,1
51470,1
51471,1
51472,1
51473,1
51474,1
51475,1
51476,1
51477,1
51478,1
51479,1
51480,1
51481,1
51482,1
51483,1
51484,1
51485,1
51486,1
51487,1
51488,1
51489,1
51490,1
51491,1
51492,1
51493,1
51494,1
51495,1
51496,1
51497,1
51498,1
51499,1
51500,1
51501,1
51502,1
51503,1
51504,1
51505,0
51506,0
51507,1
51508,1
51509,1
51510,1
51511,0
51512,1
51513,0
51514,1
51515,0
51516,1
51517,0
51518,1
51519,1
51520,0
51521,0
51522,0
51523,1
51524,1
51525,0
51526,0
51527,0
51528,1
51529,0
51530,0
51531,0
51532,0
51533,1
51534,1
51535,1
51536,1
51537,1
51538,1
51539,1
51540,1
51541,1
51542,1
51543,1
51544,1
51545,1
51546,1
51547,1
51548,1
51549,1
51550,1
51551,1
51552,1
51553,1
51554,1
51555,1
51556,1
51557,1
51558,1
51559,1
51560,1
51561,1
51562,1
51563,1
51564,1
51565,1
51566,1
51567,1
51568,1
51569,1
51570,1
51571,1
51572,1
51573,1
51574,1
51575,1
51576,1
51577,1
51578,1
51579,1
51580,1
51581,1
51582,1
51583,1
51584,1
51585,1
51586,1
51587,1
51588,1
51589,1
51590,1
51591,1
51592,1
51593,1
51594,1
51595,1
51596,1
51597,1
51598,1
51599,1
51600,1
51601,1
51602,1
51603,1
51604,1
51605,1
51606,1
51607,1
51608,1
51609,1
51610,1
51611,1
51612,1
51613,1
51614,1
51615,1
51616,1
51617,1
51618,1
51619,1
51620,1
51621,1
51622,1
51623,1
51624,1
51625,1
51626,1
51627,1
51628,1
51629,1
51630,1
51631,1
51632,0
51633,1
51634,1
51635,1
51636,1
51637,1
51638,1
51639,1
51640,1
51641,1
51642,0
51643,1
51644,1
51645,1
51646,0
51647,1
51648,1
51649,0
51650,0
51651,0
51652,1
51653,1
51654,0
51655,1
51656,0
51657,0
51658,1
51659,1
51660,1
51661,1
51662,1
51663,1
51664,0
51665,0
51666,0
51667,0
51668,0
51669,0
51670,0
51671,0
51672,1
51673,1
51674,1
51675,1
51676,1
51677,1
51678,1
51679,1
51680,1
51681,1
51682,1
51683,1
51684,1
51685,0
51686,0
51687,1
51688,0
51689,1
51690,1
51691,1
51692,0
51693,0
51694,0
51695,0
51696,0
51697,0
51698,1
51699,1
51700,1
51701,1
51702,1
51703,1
51704,1
51705,1
51706,1
51707,1
51708,1
51709,1
51710,1
51711,1
51712,1
51713,1
51714,1
51715,1
51716,1
51717,1
51718,1
51719,1
51720,1
51721,0
51722,0
51723,0
51724,0
51725,0
51726,0
51727,1
51728,0
51729,1
51730,1
51731,1
51732,1
51733,1
51734,1
51735,1
51736,0
51737,1
51738,1
51739,1
51740,1
51741,1
51742,1
51743,1
51744,1
51745,1
51746,1
51747,1
51748,1
51749,1
51750,1
51751,1
51752,1
51753,1
51754,1
51755,1
51756,1
51757,1
51758,1
51759,1
51760,1
51761,1
51762,1
51763,1
51764,1
51765,1
51766,1
51767,1
51768,0
51769,0
51770,0
51771,0
51772,1
51773,1
51774,1
51775,0
51776,1
51777,1
51778,1
51779,1
51780,1
51781,0
51782,1
51783,1
51784,1
51785,1
51786,1
51787,1
51788,1
51789,0
51790,1
51791,1
51792,1
51793,1
51794,1
51795,1
51796,1
51797,1
51798,1
51799,1
51800,0
51801,1
51802,1
51803,1
51804,1
51805,1
51806,1
51807,1
51808,1
51809,1
51810,1
51811,1
51812,1
51813,1
51814,1
51815,1
51816,1
51817,0
51818,1
51819,1
51820,1
51821,1
51822,0
51823,1
51824,1
51825,1
51826,1
51827,1
51828,1
51829,1
51830,1
51831,1
51832,1
51833,1
51834,1
51835,1
51836,1
51837,1
51838,1
51839,1
51840,1
51841,1
51842,1
51843,1
51844,1
51845,1
51846,1
51847,1
51848,1
51849,1
51850,1
51851,1
51852,1
51853,1
51854,1
51855,1
51856,1
51857,1
51858,1
51859,1
51860,1
51861,1
51862,1
51863,1
51864,1
51865,1
51866,1
51867,1
51868,1
51869,1
51870,1
51871,1
51872,1
51873,1
51874,1
51875,1
51876,1
51877,1
51878,1
51879,1
51880,1
51881,1
51882,1
51883,1
51884,1
51885,1
51886,1
51887,1
51888,1
51889,1
51890,1
51891,1
51892,1
51893,1
51894,1
51895,1
51896,1
51897,1
51898,1
51899,1
51900,1
51901,1
51902,1
51903,0
51904,0
51905,1
51906,1
51907,1
51908,1
51909,1
51910,1
51911,1
51912,0
51913,0
51914,1
51915,1
51916,0
51917,1
51918,1
51919,1
51920,1
51921,0
51922,0
51923,1
51924,0
51925,0
51926,0
51927,1
51928,0
51929,0
51930,0
51931,1
51932,1
51933,1
51934,1
51935,0
51936,1
51937,0
51938,0
51939,0
51940,0
51941,0
51942,0
51943,0
51944,0
51945,0
51946,1
51947,1
51948,1
51949,1
51950,1
51951,1
51952,1
51953,1
51954,1
51955,0
51956,0
51957,0
51958,0
51959,1
51960,1
51961,1
51962,1
51963,1
51964,1
51965,1
51966,1
51967,1
51968,0
51969,0
51970,0
51971,0
51972,1
51973,0
51974,1
51975,1
51976,1
51977,1
51978,1
51979,0
51980,1
51981,1
51982,1
51983,1
51984,1
51985,0
51986,0
51987,0
51988,0
51989,0
51990,1
51991,1
51992,0
51993,1
51994,1
51995,1
51996,1
51997,1
51998,1
51999,1
52000,1
52001,1
52002,1
52003,1
52004,1
52005,1
52006,1
52007,1
52008,1
52009,1
52010,1
52011,1
52012,1
52013,1
52014,1
52015,1
52016,1
52017,1
52018,1
52019,1
52020,1
52021,1
52022,1
52023,1
52024,1
52025,1
52026,1
52027,1
52028,1
52029,1
52030,1
52031,1
52032,1
52033,1
52034,1
52035,1
52036,1
52037,1
52038,1
52039,1
52040,1
52041,1
52042,1
52043,1
52044,1
52045,1
52046,1
52047,1
52048,1
52049,1
52050,1
52051,1
52052,1
52053,1
52054,1
52055,1
52056,1
52057,1
52058,1
52059,1
52060,0
52061,1
52062,1
52063,1
52064,1
52065,0
52066,1
52067,0
52068,1
52069,0
52070,0
52071,0
52072,0
52073,0
52074,0
52075,0
52076,0
52077,0
52078,0
52079,1
52080,1
52081,1
52082,1
52083,1
52084,1
52085,1
52086,1
52087,0
52088,1
52089,1
52090,1
52091,1
52092,1
52093,0
52094,1
52095,1
52096,1
52097,1
52098,1
52099,0
52100,1
52101,1
52102,1
52103,1
52104,1
52105,1
52106,1
52107,1
52108,1
52109,0
52110,1
52111,0
52112,0
52113,0
52114,0
52115,1
52116,0
52117,1
52118,0
52119,0
52120,0
52121,0
52122,0
52123,0
52124,1
52125,1
52126,0
52127,1
52128,0
52129,0
52130,0
52131,0
52132,0
52133,0
52134,0
52135,1
52136,1
52137,1
52138,1
52139,1
52140,0
52141,1
52142,1
52143,1
52144,1
52145,1
52146,1
52147,1
52148,1
52149,1
52150,1
52151,1
52152,1
52153,0
52154,1
52155,1
52156,0
52157,0
52158,0
52159,1
52160,0
52161,0
52162,1
52163,1
52164,1
52165,0
52166,1
52167,0
52168,0
52169,0
52170,1
52171,1
52172,1
52173,0
52174,0
52175,0
52176,0
52177,0
52178,0
52179,1
52180,1
52181,1
52182,1
52183,1
52184,1
52185,1
52186,1
52187,1
52188,1
52189,1
52190,1
52191,1
52192,1
52193,1
52194,1
52195,1
52196,1
52197,1
52198,1
52199,1
52200,1
52201,1
52202,1
52203,1
52204,1
52205,1
52206,1
52207,1
52208,1
52209,1
52210,1
52211,1
52212,1
52213,1
52214,1
52215,1
52216,1
52217,1
52218,1
52219,1
52220,1
52221,1
52222,1
52223,1
52224,1
52225,1
52226,1
52227,1
52228,1
52229,1
52230,1
52231,1
52232,1
52233,1
52234,1
52235,1
52236,1
52237,1
52238,1
52239,1
52240,1
52241,1
52242,1
52243,1
52244,1
52245,1
52246,1
52247,1
52248,1
52249,1
52250,1
52251,1
52252,1
52253,1
52254,1
52255,1
52256,1
52257,1
52258,1
52259,1
52260,1
52261,1
52262,1
52263,1
52264,1
52265,1
52266,1
52267,1
52268,1
52269,1
52270,1
52271,1
52272,1
52273,1
52274,1
52275,1
52276,1
52277,1
52278,1
52279,1
52280,1
52281,1
52282,1
52283,1
52284,1
52285,1
52286,0
52287,0
52288,0
52289,1
52290,0
52291,1
52292,1
52293,1
52294,1
52295,1
52296,1
52297,0
52298,1
52299,1
52300,1
52301,0
52302,0
52303,1
52304,0
52305,0
52306,0
52307,0
52308,0
52309,1
52310,1
52311,0
52312,1
52313,1
52314,1
52315,1
52316,1
52317,1
52318,1
52319,1
52320,0
52321,1
52322,1
52323,1
52324,1
52325,1
52326,1
52327,1
52328,1
52329,1
52330,1
52331,1
52332,1
52333,1
52334,1
52335,1
52336,1
52337,1
52338,0
52339,0
52340,0
52341,1
52342,0
52343,0
52344,1
52345,1
52346,0
52347,0
52348,1
52349,0
52350,1
52351,1
52352,0
52353,0
52354,0
52355,0
52356,0
52357,0
52358,1
52359,1
52360,1
52361,1
52362,1
52363,1
52364,1
52365,1
52366,1
52367,1
52368,1
52369,1
52370,1
52371,1
52372,1
52373,1
52374,1
52375,1
52376,1
52377,1
52378,1
52379,1
52380,0
52381,1
52382,1
52383,0
52384,1
52385,1
52386,1
52387,1
52388,1
52389,1
52390,1
52391,0
52392,0
52393,1
52394,0
52395,1
52396,1
52397,1
52398,1
52399,0
52400,0
52401,0
52402,0
52403,0
52404,0
52405,0
52406,1
52407,0
52408,0
52409,1
52410,0
52411,0
52412,0
52413,0
52414,0
52415,1
52416,1
52417,1
52418,1
52419,1
52420,1
52421,1
52422,1
52423,1
52424,1
52425,1
52426,0
52427,1
52428,1
52429,1
52430,1
52431,1
52432,1
52433,1
52434,1
52435,0
52436,1
52437,1
52438,0
52439,0
52440,0
52441,0
52442,0
52443,1
52444,1
52445,0
52446,0
52447,0
52448,0
52449,0
52450,1
52451,0
52452,0
52453,0
52454,0
52455,0
52456,1
52457,1
52458,0
52459,0
52460,1
52461,1
52462,1
52463,1
52464,1
52465,0
52466,0
52467,0
52468,0
52469,1
52470,0
52471,1
52472,1
52473,1
52474,0
52475,0
52476,1
52477,1
52478,0
52479,1
52480,0
52481,0
52482,1
52483,0
52484,1
52485,1
52486,0
52487,0
52488,1
52489,0
52490,0
52491,1
52492,0
52493,1
52494,1
52495,0
52496,1
52497,1
52498,0
52499,1
52500,0
52501,0
52502,0
52503,1
52504,0
52505,0
52506,0
52507,0
52508,0
52509,0
52510,0
52511,0
52512,1
52513,0
52514,1
52515,0
52516,0
52517,0
52518,0
52519,0
52520,1
52521,1
52522,1
52523,1
52524,1
52525,1
52526,1
52527,1
52528,1
52529,1
52530,1
52531,1
52532,1
52533,1
52534,1
52535,1
52536,1
52537,1
52538,1
52539,1
52540,1
52541,1
52542,1
52543,1
52544,1
52545,1
52546,1
52547,1
52548,1
52549,1
52550,1
52551,1
52552,1
52553,1
52554,1
52555,1
52556,1
52557,1
52558,1
52559,1
52560,1
52561,1
52562,1
52563,1
52564,1
52565,1
52566,1
52567,1
52568,1
52569,1
52570,1
52571,1
52572,0
52573,1
52574,0
52575,0
52576,0
52577,0
52578,0
52579,0
52580,0
52581,1
52582,1
52583,1
52584,1
52585,1
52586,1
52587,1
52588,1
52589,1
52590,1
52591,0
52592,1
52593,1
52594,1
52595,1
52596,0
52597,1
52598,1
52599,1
52600,0
52601,0
52602,1
52603,1
52604,1
52605,1
52606,1
52607,0
52608,0
52609,1
52610,1
52611,1
52612,1
52613,1
52614,1
52615,1
52616,1
52617,1
52618,1
52619,1
52620,1
52621,1
52622,1
52623,1
52624,1
52625,1
52626,1
52627,1
52628,1
52629,1
52630,1
52631,1
52632,1
52633,1
52634,1
52635,0
52636,0
52637,0
52638,0
52639,0
52640,0
52641,1
52642,0
52643,0
52644,1
52645,1
52646,1
52647,1
52648,1
52649,1
52650,0
52651,1
52652,1
52653,1
52654,0
52655,0
52656,1
52657,0
52658,1
52659,1
52660,1
52661,0
52662,0
52663,0
52664,0
52665,0
52666,0
52667,1
52668,1
52669,0
52670,1
52671,0
52672,1
52673,0
52674,0
52675,1
52676,1
52677,0
52678,0
52679,0
52680,1
52681,1
52682,1
52683,1
52684,0
52685,0
52686,1
52687,1
52688,1
52689,1
52690,1
52691,1
52692,1
52693,0
52694,0
52695,0
52696,0
52697,1
52698,0
52699,1
52700,1
52701,1
52702,1
52703,1
52704,1
52705,1
52706,1
52707,1
52708,1
52709,1
52710,1
52711,1
52712,1
52713,1
52714,1
52715,1
52716,1
52717,1
52718,1
52719,1
52720,1
52721,1
52722,1
52723,1
52724,1
52725,1
52726,1
52727,1
52728,1
52729,0
52730,0
52731,1
52732,1
52733,0
52734,0
52735,1
52736,0
52737,0
52738,1
52739,1
52740,0
52741,1
52742,1
52743,1
52744,1
52745,1
52746,1
52747,1
52748,1
52749,1
52750,1
52751,1
52752,1
52753,1
52754,1
52755,1
52756,1
52757,1
52758,1
52759,1
52760,1
52761,1
52762,0
52763,0
52764,0
52765,0
52766,0
52767,0
52768,1
52769,1
52770,1
52771,1
52772,1
52773,1
52774,1
52775,1
52776,1
52777,1
52778,1
52779,1
52780,1
52781,1
52782,1
52783,1
52784,1
52785,1
52786,1
52787,1
52788,1
52789,1
52790,1
52791,1
52792,1
52793,1
52794,1
52795,1
52796,1
52797,1
52798,1
52799,1
52800,1
52801,1
52802,1
52803,1
52804,1
52805,1
52806,1
52807,1
52808,1
52809,1
52810,1
52811,1
52812,1
52813,1
52814,1
52815,1
52816,1
52817,1
52818,1
52819,1
52820,1
52821,1
52822,1
52823,1
52824,1
52825,1
52826,1
52827,1
52828,1
52829,1
52830,1
52831,1
52832,1
52833,1
52834,1
52835,1
52836,1
52837,1
52838,1
52839,1
52840,1
52841,1
52842,1
52843,1
52844,1
52845,1
52846,1
52847,1
52848,1
52849,1
52850,1
52851,1
52852,1
52853,1
52854,1
52855,1
52856,1
52857,1
52858,1
52859,1
52860,1
52861,1
52862,1
52863,1
52864,1
52865,1
52866,1
52867,1
52868,1
52869,1
52870,1
52871,1
52872,1
52873,1
52874,1
52875,0
52876,0
52877,1
52878,0
52879,1
52880,0
52881,1
52882,1
52883,0
52884,1
52885,1
52886,1
52887,0
52888,1
52889,1
52890,1
52891,1
52892,1
52893,0
52894,1
52895,1
52896,1
52897,1
52898,1
52899,1
52900,1
52901,1
52902,1
52903,1
52904,1
52905,1
52906,1
52907,1
52908,0
52909,0
52910,0
52911,0
52912,1
52913,1
52914,1
52915,1
52916,1
52917,1
52918,1
52919,1
52920,1
52921,1
52922,1
52923,1
52924,1
52925,1
52926,1
52927,1
52928,1
52929,1
52930,1
52931,1
52932,1
52933,1
52934,1
52935,1
52936,0
52937,1
52938,0
52939,0
52940,0
52941,0
52942,0
52943,0
52944,0
52945,1
52946,0
52947,0
52948,1
52949,1
52950,0
52951,1
52952,0
52953,0
52954,0
52955,1
52956,0
52957,0
52958,1
52959,0
52960,0
52961,0
52962,0
52963,0
52964,1
52965,0
52966,0
52967,0
52968,0
52969,0
52970,0
52971,0
52972,0
52973,0
52974,1
52975,1
52976,1
52977,0
52978,0
52979,1
52980,0
52981,0
52982,0
52983,0
52984,0
52985,1
52986,1
52987,1
52988,1
52989,0
52990,0
52991,0
52992,1
52993,0
52994,0
52995,1
52996,0
52997,1
52998,0
52999,1
53000,0
53001,1
53002,0
53003,0
53004,0
53005,0
53006,1
53007,1
53008,0
53009,0
53010,1
53011,1
53012,0
53013,0
53014,0
53015,0
53016,0
53017,0
53018,0
53019,0
53020,1
53021,0
53022,1
53023,0
53024,0
53025,0
53026,1
53027,1
53028,1
53029,1
53030,0
53031,0
53032,0
53033,0
53034,0
53035,1
53036,0
53037,1
53038,0
53039,0
53040,0
53041,0
53042,0
53043,0
53044,1
53045,1
53046,1
53047,1
53048,0
53049,1
53050,0
53051,0
53052,1
53053,0
53054,0
53055,1
53056,1
53057,1
53058,0
53059,0
53060,0
53061,0
53062,0
53063,0
53064,0
53065,0
53066,1
53067,0
53068,0
53069,0
53070,0
53071,0
53072,1
53073,0
53074,0
53075,0
53076,1
53077,1
53078,1
53079,1
53080,1
53081,1
53082,1
53083,1
53084,1
53085,1
53086,1
53087,0
53088,1
53089,1
53090,1
53091,1
53092,0
53093,1
53094,1
53095,0
53096,0
53097,1
53098,1
53099,1
53100,0
53101,1
53102,1
53103,1
53104,0
53105,1
53106,0
53107,1
53108,1
53109,0
53110,0
53111,1
53112,0
53113,0
53114,0
53115,0
53116,0
53117,0
53118,0
53119,1
53120,0
53121,0
53122,0
53123,1
53124,1
53125,0
53126,1
53127,1
53128,1
53129,0
53130,0
53131,1
53132,0
53133,0
53134,0
53135,1
53136,1
53137,1
53138,1
53139,1
53140,1
53141,1
53142,1
53143,1
53144,1
53145,1
53146,1
53147,1
53148,1
53149,1
53150,1
53151,1
53152,1
53153,1
53154,1
53155,1
53156,0
53157,0
53158,0
53159,1
53160,1
53161,1
53162,1
53163,1
53164,1
53165,1
53166,0
53167,0
53168,0
53169,0
53170,1
53171,0
53172,0
53173,0
53174,0
53175,0
53176,0
53177,0
53178,0
53179,0
53180,0
53181,0
53182,1
53183,0
53184,1
53185,0
53186,1
53187,1
53188,0
53189,0
53190,1
53191,0
53192,1
53193,0
53194,0
53195,0
53196,1
53197,0
53198,1
53199,1
53200,1
53201,1
53202,1
53203,0
53204,1
53205,0
53206,0
53207,1
53208,0
53209,1
53210,1
53211,1
53212,1
53213,1
53214,1
53215,1
53216,1
53217,1
53218,1
53219,1
53220,1
53221,0
53222,0
53223,1
53224,0
53225,0
53226,0
53227,0
53228,0
53229,0
53230,1
53231,1
53232,1
53233,1
53234,1
53235,1
53236,1
53237,1
53238,1
53239,1
53240,1
53241,1
53242,1
53243,1
53244,1
53245,1
53246,1
53247,1
53248,1
53249,1
53250,0
53251,0
53252,1
53253,0
53254,0
53255,0
53256,1
53257,0
53258,0
53259,1
53260,0
53261,0
53262,0
53263,0
53264,0
53265,0
53266,0
53267,0
53268,1
53269,0
53270,0
53271,1
53272,1
53273,0
53274,1
53275,1
53276,0
53277,1
53278,1
53279,0
53280,1
53281,0
53282,0
53283,0
53284,0
53285,0
53286,0
53287,0
53288,0
53289,1
53290,1
53291,0
53292,0
53293,0
53294,0
53295,1
53296,1
53297,1
53298,0
53299,1
53300,0
53301,1
53302,1
53303,1
53304,1
53305,1
53306,1
53307,1
53308,1
53309,1
53310,1
53311,1
53312,1
53313,1
53314,1
53315,1
53316,1
53317,1
53318,1
53319,1
53320,1
53321,0
53322,1
53323,1
53324,1
53325,1
53326,1
53327,1
53328,1
53329,1
53330,1
53331,1
53332,1
53333,1
53334,1
53335,1
53336,1
53337,1
53338,1
53339,1
53340,1
53341,1
53342,1
53343,1
53344,1
53345,1
53346,1
53347,1
53348,1
53349,1
53350,1
53351,1
53352,1
53353,0
53354,0
53355,0
53356,0
53357,0
53358,0
53359,0
53360,0
53361,0
53362,1
53363,0
53364,0
53365,0
53366,0
53367,1
53368,0
53369,0
53370,0
53371,1
53372,0
53373,0
53374,1
53375,0
53376,0
53377,0
53378,0
53379,0
53380,0
53381,0
53382,0
53383,0
53384,0
53385,0
53386,1
53387,1
53388,0
53389,0
53390,1
53391,1
53392,1
53393,0
53394,0
53395,0
53396,1
53397,1
53398,0
53399,0
53400,1
53401,1
53402,1
53403,0
53404,0
53405,1
53406,1
53407,1
53408,0
53409,0
53410,0
53411,0
53412,1
53413,0
53414,1
53415,1
53416,1
53417,1
53418,1
53419,1
53420,1
53421,0
53422,0
53423,0
53424,0
53425,0
53426,0
53427,0
53428,0
53429,0
53430,1
53431,0
53432,1
53433,1
